,sentence,label,score
139,Nearly 40 percent of the medicines and vaccines now offered are part of  the World Health Organization's (WHO) list of essential medicines.,Social - Selling_Practices_And_Product_Labeling,0.5456799268722534
140,"As Pfizer introduces new  medicines and vaccines, those products will also be included in the Accord portfolio.",Social - Selling_Practices_And_Product_Labeling,0.3765939772129059
141,The supply of these medicines and vaccines is only one step in getting them to people in need.,Social - Access_And_Affordability,0.6844057440757751
142,"Each country and community faces unique circumstances, so Pfizer will be working with the  governments in each location to identify specific barriers and mobilize resources to address  them.",Social - Human_Rights_And_Community_Relations,0.8404160737991333
143,"Geographic Scope  Initiative includes ALL low-income countries and 18 lower-middle-income countries that transitioned from low-income  classification in the last 10 years, as defined by the World Bank.",Governance - Systemic_Risk_Management,0.1568924933671951
144,"Afghanistan” Guinea-Bissau | Senegal  Bangladesh Haiti Sierra Leone  Benin Kenya Solomon  Burkina Faso | Kyrgyzstan Island  Burundi Laos Somalia  Cambodia Liberia South Sudan  Central African | Madagascar | Sudan”  Republic Malawi Syria”  Chad Mali Tajikistan  Comoros Mauritania Tanzania  Congo DR Mozambique | Togo  Eritrea Myanmar* Uganda  Ethiopia* Nepal Yemen  Gambia Niger Zambia  Ghana North Korea’ | Zimbabwe”  Guinea Rwanda  Rwanda, Ghana, Malawi, Senegal and Uganda are the first five countries to commit to join the Accord and solutions  identified will then be leveraged for faster enrollment and access in all 45 countries.",Social - Access_And_Affordability,0.3478877246379852
145,*Supply contingent upon compliance with applicable laws including any required sanctions and export control licenses or other authorizations.,Social - Supply_Chain_Management,0.5267626643180847
146,"Since the launch of An Accord for a Healthier World, Pfizer has engaged with the majority of the  45 Accord-eligible lower-income countries and is in advanced conversations with a number  of them to explore opportunities to address health equity.",Social - Access_And_Affordability,0.5818430185317993
147,Rwanda has already received its  first deliveries of Pfizer medicines and vaccines under the Accord.,Social - Access_And_Affordability,0.2035616934299469
148,"In collaboration with the  Rwandan Ministry of Health, Pfizer also provided professional healthcare education and  17 Pfizer 2022 ESG Report Impact Stories Governance > Performance > Appendix >  training to support the use of these medicines and vaccines, and we have deployed the first  Global Health Team to the country to help identify opportunities for long term supply chain  optimization.",Social - Supply_Chain_Management,0.94935405254364
149,"Active collaboration is underway with the Ministries of Health in Malawi, Ghana, and Senegal  as well as a number of other Accord-eligible lower-income countries to better understand the  critical healthcare needs and opportunities for health system strengthening.",Social - Access_And_Affordability,0.8451331257820129
150,"Pfizer remains committed to helping support the needs of ail patients, everywhere.",Social - Access_And_Affordability,0.5539254546165466
151,"eS Pfizer  Keeping Patients at the Center of Everything We Do  Working directly with patients, advocates, and caregivers to deliver breakthroughs that change patients’ lives.",Social - Access_And_Affordability,0.6893529891967773
152,Patient Centricity is our North Star at Pfizer.,Governance - Competitive_Behavior,0.2082047760486602
153,"In keeping this steadfast focus, we know  we're best positioned to deliver on our purpose: developing breakthroughs that change  patients’ lives.",Social - Access_And_Affordability,0.2347341030836105
154,WHAT IS PATIENT CENTRICITY?,Governance - Competitive_Behavior,0.5596836805343628
155,"Pfizer set out to define “patient centricity” in 2022, working collaboratively with patient  advocates to ensure our definition was inclusive of a diversity of experiences.",Social - Access_And_Affordability,0.3266065120697021
156,We surveyed  colleagues as well as a group of global pan-therapeutic patient centricity advisors.,Governance - Competitive_Behavior,0.253715842962265
157,"We ulti-  mately launched the definition as follows: “Patient Centricity exists at Pfizer when we listen  and learn from the patient perspective, acting as partners with accountability and integrity  to deliver outcomes that matter most to patients and those involved in their care.”  That's what inspired us to host our first-ever Global Patient Advocacy Forum in 2022,  bringing together senior advocacy leaders from around the world at our New York  headquarters to discuss how to continue to best partner with and serve patients.",Social - Access_And_Affordability,0.4681604206562042
158,@Pfizer Pfizer's first-ever Global  fi-: Patient Advocacy Forum was  held in 2022 bringing  together patient advocacy  leaders from around the  world working across a  wide variety of patient  populations.,Social - Access_And_Affordability,0.5238862633705139
159,"The forum also set the stage for Pfizer's upcoming Global Pan-Therapeutic Patient  Centricity Advisors council, which will include advocates from Latin America, Europe,  Asia, Canada, and the United States.",Social - Access_And_Affordability,0.2239855676889419
160,"The Global Pan-Therapeutic Patient Centricity  Advisors council has been assembled to educate Pfizer colleagues on trends and  issues patient groups face, provide candid input on key patient-focused programs and  resources, and collaborate with Pfizer colleagues and senior leadership to co-develop  meaningful approaches to measure progress on behalf of patients.",Social - Access_And_Affordability,0.5093076825141907
161,"18 Pfizer 2022 ESG Report Pfizer was recognized as the most patient-centric organization among the world’s largest pharma-  ceutical companies, according to the 2021 PatientView Corporate Reputation of Pharma Survey.",Governance - Competitive_Behavior,0.3343250751495361
162,"The survey, collecting insights from more than 2,150 patient groups across 90 countries, measures  their perceptions of pharma companies across nine indicators, including transparency, patient  safety, quality information, integrity, support for patients, and more.",Governance - Business_Ethics,0.837460994720459
