esg_text,NER_Results
"Lenovo Group Limited 2023/24 Environmental, Social and Governance Report 2]  xlpueddy sseiBoid |qy Wa}-6u07 + sjebue] pue sanioalqo ‘soueWOpLeEd SW SOUJOW pajepllosuoD uleyo Ajddns jeqojp sedueWIaAODH |elID0S jeJUsWUOIIAUQ Yoda siyjjnogy siaye] sAWNDeXy  specification prohibits the use of ozone-depleting  substances in its products and manufacturing  processes except in HVAC and fire-suppression  equipment as permitted by law which are managed in  accordance with local regulations, and intentional  releases are prohibited.","{'numbers': ['2023/24'], 'metrics': [], 'dates': []}"
"During FY 2023/24, there were no reported  incidents of refrigerant releases.","{'numbers': [], 'metrics': [], 'dates': ['FY 2023/24']}"
"The Company’s  operational processes do not have significant (as  defined by the Company’s SEA process) direct air  emissions such as nitrogen oxides (NOx), sulfur oxides  (SOx), and particulate matter (PM).",
Household and cleaning  products that contain small quantities of VOC are  used at some of its facilities but associated fugitive  emissions are minimal and are not quantified.,
Climate change risks and opportunities and  management  The significant risks and opportunities associated with  climate change are identified and evaluated as part of  two main processes within the Company’s business  management systems.,"{'numbers': ['two'], 'metrics': [], 'dates': []}"
These include its Group Risk  Management and Control (GRMC) process and its  annual significant environmental aspect evaluation.,"{'numbers': [], 'metrics': [], 'dates': ['annual']}"
"These two processes are connected, meaning that if  climate change risks are identified in the global risk  registration, they are considered in the environmental  aspects’ analysis - and vice versa.","{'numbers': ['two'], 'metrics': [], 'dates': []}"
1.,"{'numbers': ['1'], 'metrics': [], 'dates': []}"
"The Company’s formal risk management process  covers all areas of the Company’s strategic,  operational, financial, legal, regulatory and  compliance risks, among which include the risk  of natural catastrophes to the security of people  and operational efficiencies, such as supply chain  disruptions and the risk of non-compliance with  ESG requirements or regulations.",
"Each major  business unit and function is required to identify  risks and assess their impacts on the Company’s  strategy execution, then develop mitigation plans  for select identified risks.",
This process is  managed by the Company’s Group Risk  Management and Control (GRMC) team.,
2.,"{'numbers': ['2'], 'metrics': [], 'dates': []}"
"Energy consumption, the associated GHG  emissions, and net-zero targets are identified as  significant environmental aspects and impacts  for the Company.","{'numbers': ['net-zero'], 'metrics': [], 'dates': []}"
"As such, associated risks and  opportunities are evaluated and prioritized  annually based on its significant aspect  methodology in accordance with the  requirements of the Company’s EMS.","{'numbers': [], 'metrics': [], 'dates': ['annually']}"
"Per these  requirements, climate change is evaluated  relative to its actual and potential influence on  the environment and the business.",
The Company’s climate risk assessment in FY 2023/24  also included climate scenario analysis to explore how  physical and transition risks and opportunities of  climate change can impact its business.,"{'numbers': ['2023/24'], 'metrics': [], 'dates': []}"
"The climate  scenario analysis indicates that climate risks may  result in negative impacts to the Company, however,  the impact of opportunities under 1.52 C scenario is  positive and much higher if the Company is proactive  in exploring climate-related opportunities, including  new products such as sustainability services offered  to customers.",
"Therefore, the Company has committed  to reduce 90% of full scope emissions to keep global  warming potential within 1.52 C and continues to  broaden its product offerings in sustainability services  and other areas.","{'numbers': ['1.52'], 'metrics': ['90%'], 'dates': []}"
Its ESG materiality assessment identifies energy and  emissions as material topics that it should prioritize  and focus on in its environmental programs.,
"In  support of UN Sustainable Development Goal (SDG)  13 - Climate Action, one of the Company’s ESG pillars  includes a climate action goal.","{'numbers': ['13', 'one'], 'metrics': [], 'dates': []}"
More details about the  Company’s materiality assessment and how its goals  align with the SDGs are available in Section 2.0.,
"13 acnon  G>  For more information about the Company’s  identification and assessment of climate-related risks  and opportunities, metrics, and actions to address  climate change, please read the Company’s responses  to the most recent CDP Climate questionnaire.","{'numbers': ['13'], 'metrics': [], 'dates': []}"
"In 2023, the Company scored an A- “Leadership  Level” on CDP’s Climate Change questionnaire which  reflects its performance toward environmental  stewardship through climate change mitigation  practices in its operations and supply chain.","{'numbers': [], 'metrics': [], 'dates': ['2023']}"
"22 Lenovo Group Limited 2023/24 Environmental, Social and Governance Report  annually.","{'numbers': ['22', '2023/24'], 'metrics': [], 'dates': ['annually']}"
"Since decreased energy use or increased  renewable energy use impacts emissions, these  energy-related targets are related to the Company’s  Scope 1 and 2 emissions reduction targets and similar  actions are taken to achieve all three types of targets.","{'numbers': ['2', 'three'], 'metrics': [], 'dates': []}"
For the Company’s specific energy targets and its  performance against them see Section 8.0.,
"By FY 2025/26, 90%  of our global operations’  electricity will be obtained from  renewable sources.","{'numbers': [], 'metrics': ['90%'], 'dates': ['FY 2025/26']}"
"2  2 May be accomplished through installation of  onsite renewable energy generation, entry into  power purchase agreements (PPA) with power  providers and/or the purchase of renewable  energy credits.","{'numbers': ['2'], 'metrics': [], 'dates': []}"
Energy consumption also occurs throughout the  Company’s value chain.,
"Energy is used by the  Company’s suppliers and its supply chain is  encouraged to develop energy targets, use renewable  energy, and report energy usage.",
Customers also use  energy to power products and the Company has set  targets to improve energy efficiency in many of its  products.,
"For more information, see Section 9.0 for the  Company’s energy-related KPIs.",
Renewable energy  The Company’s renewable energy installations help to  reduce Scope 2 emissions at its facilities.,
"In July 2023,  the Company enabled additional 3 MW solar electric  at a factory in Hefei, China, increasing this location’s  total solar generation capacity to 10.1 MW.","{'numbers': ['3', '10.1'], 'metrics': [], 'dates': ['July 2023']}"
"Moreover,  the LSSC site in Shenzhen, China, and TJSC site in  Tianjin, China, added new 2.3 MW and 4.02 MW solar  installations, respectively, in FY2023/24.","{'numbers': ['2.3', '4.02'], 'metrics': [], 'dates': []}"
The  Company’s total solar generation capacity increased  48% compared to last fiscal year.,"{'numbers': [], 'metrics': ['48%'], 'dates': ['last fiscal year']}"
"In addition to the 25.12 MW of solar electric that are  currently operational, the Company continues to  investigate additional opportunities for solar  installations in China and other locations including  Brazil and Mexico.","{'numbers': ['25.12'], 'metrics': [], 'dates': []}"
"The TJSC campus in Tianjin, China, has  signed a purchase agreement with a local utility  supplier to provide 100 percent renewable electricity  for its manufacturing and distribution area starting in  January 2024.","{'numbers': [], 'metrics': ['100 percent'], 'dates': ['January 2024']}"
"Where the use of onsite renewable energy sources is  not technically or economically feasible, the Company  chooses to purchase Renewable Energy Credits  CREC), International Renewable Energy Credits  (I-REC), Guarantees of Origin (GO), and Non-fossil  certificates (NFCs).",
"In FY 2023/24, the Company  purchased renewable commodities that supported  100 percent renewable energy projects consisting of  wind and/or solar power in various parts of the world  including Brazil, China, India, Japan, Europe, Mexico,  and US.","{'numbers': [], 'metrics': ['100 percent'], 'dates': ['FY 2023/24']}"
"During FY2023/24, the Company expanded  its renewable energy procurement for the first time to  Japan.","{'numbers': ['first'], 'metrics': [], 'dates': []}"
"AFFORDABLE AND  CLEAN ENERGY  vl, » &#  Lenovo Group Limited 2023/24 Environmental, Social and Governance Report 23  xlpueddy sseiBoid |qy Wa}-6u07 + sjebue] pue sanioalqo ‘soueWOpLeEd SW SOUJOW pajepllosuoD uleyo Ajddns jeqojp sedueWIaAODH |elID0S jeJUsWUOIIAUQ Yoda siyjjnogy siaye] sAWNDeXy  environmental aspects is emissions associated with  energy consumption, it has a goal to continually  improve the energy efficiency of its operations.","{'numbers': ['2023/24', '23'], 'metrics': [], 'dates': []}"
"In FY  2023/24, the Company’s initiatives to help reduce  energy consumption included the following methods:  ° Energy Conservation - Active Method:  - Installation of low-energy equipment  Cincluding LED lighting, smart lighting  system, air compressor, air conditioning,  and chillers)  - Usage of air compressor heat recovery and  reuse  - Harmonic control technology application of  power distribution network  - Usage of High-efficiency power transformer  - Employed digitalization, including  multiple-level smart energy metering  devices, Lenovo ESG Navigator, campus  energy management platform, and carbon  3D visualization  ° Energy Conservation - Passive Method:  - Installation of energy-efficient windows or  low-emissivity windows  - Adoption of energy-saving and  environmentally conscious materials in new  construction  - Centralized design of power room  - Architectural design with natural lighting  Cincluding dome design, adding lighting  windows, and split-level floor design)  - Dock leveler heat isolation improvement  ° Management System and Certification  - Various manufacturing sites, office locations  in EMEA, and the Beijing headquarters  location are ISO 50001:2018 certified  - The new Tianjin manufacturing site’s  buildings 1 and 8, and the Beijing  headquarters are LEED Gold certified  ° Energy Conservation Education  - Employee awareness training  - Energy conservation promotion (emails and  tip signs) Environmental spotlight  In November 2023, Lenovo’s Tianjin Smart Campus  (TJSC) was completed and put into operation.","{'numbers': ['2023/24'], 'metrics': [], 'dates': ['8', 'November 2023']}"
