esg_text,country,industry,company,year,labels
"We conducted a workshop session with ECON Healthcare team where we discussed the 15 categories of Scope 3, which the team then internally rated the relevance of the 15 categories based on the four key parameters: Magnitude, Influence, Stakeholder Considerations and Completeness.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"Based on the results from this prioritisation exercise as well as from our benchmarking analysis of relevant peers who have reported on Scope 3, we concluded that Category 1 (Purchased goods and services) and Category 2 (Capital Goods) are the most material to ECON.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
We have selected the two categories for disclosure in this year’s report and intend to include more categories in future years’ reporting.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
Our two categories for this reporting year includes: Category 1 Purchased goods and services: Reporting boundary: Methodologies used and All upstream emissions from the production of Limited to products and services assumptions made: products purchased or acquired by the reporting procured for ECON Healthcare Procurement allocated emissions company in the reporting year.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
Products include both from ECON Healthcare goods (tangible products) and services (intangible products).,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
Category 2 Capital Goods: Reporting boundary: Methodologies used and All upstream goods from the production and Limited to products and services assumptions made: transportation of capital goods purchased or acquired | procured for ECON Healthcare Procurement allocated emissions by the reporting company in the reporting year.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
from ECON Healthcare.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
We will continue to progressively enhance our emissions accounting and data collection process over the years through a phased approach.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"As we expand the quality, scope and depth of our analysis, we aim to present a more comprehensive representation of our Scope 3 emissions in future reports.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"Scope 3’ comprises of the following: Category 1 - Purchased goods and services 1,190.31 tCO,e Category 2 - Capital Goods 159.05 tCO,e Total 1,349.36 tCO,e 7 ECON’s Scope 3 emissions are calculated according to the recommendations of Greenhouse Gas (GHG) Protocols “Corporate Value Chain (Scope 3) Accounting and Reporting Standard” as well as “GHG Protocol Corporate Accounting and Reporting Standard” by World Resources Institute (WRI) and World Business Council for Sustainable Development (WBCSD).",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"s ‘o ~ s A Shek s s = fSeespats oe Yor SEES SRILA yh alt ae S ~S 8 3 SF § C7; % ig 9 Ww AEE, A A fF S ECON continues to be committed to meet SGX RegCo's climate reporting requirements by incorporating TCFD recommendations in our sustainability report, following the phased approach outlined by SGX.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"In our second year of climate-risk reporting, we built upon the foundations of FY2023 by conducting an initial scenario analysis and compiled a more comprehensive assessment of risks that could potentially impact ECON Healthcare.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"Our approach to managing material climate-related risks is based on the four key pillars of TCFD: Governance, Strategy, Risk Management, and Metrics and Targets, which include a total of 11 disclosure recommendations.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"Recognising the dynamic landscape of climate risk, we will continue to review our plans, risks assessment and opportunities on an ongoing basis.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
Our objective is to continue to build resilience against all material risks of the Group.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"Governance Board Oversight The Board sets the overall strategy and policies for the Group, providing oversight of the Management and overseeing the effective management of the business.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
The Board works closely with the Management and the Management remains accountable to the Board for the performance.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"To fulfil this role, the Board sets strategic direction, establishes goals for the Management and monitors the achievement of these goals, thereby taking responsibility for the overall corporate governance of the Group.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"The Board is responsible for overseeing climate-related risks and opportunities, as well as conducting annual assessments of sustainability and climate performance.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"The Board, in collaboration with Management, assesses the potential and actual effects of climate factors on ECON's strategic, business, and operational strategies.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"The Board is assisted by an experienced and qualified management team which is responsible for implementing and overseeing internal controls and risk management systems, in addition to developing tools and metrics for evaluating environmental risks.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"They are also accountable for identifying, evaluating and reporting environmental risks to the Board.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
Detailed information about ECON’s governance structure is available in the Sustainability Governance section.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"Strategy In FY2024, we refreshed our climate risk evaluation for our operations in Singapore, Malaysia and China.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"Our process included evaluating potential risks and opportunities against climate scenarios to evaluate our resilience against future climate-related risks, and the potential opportunities for ECON to capitalise on in the shift towards a low-carbon future.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"Taking into account ECON’s operations in Singapore, Malaysia and China, we have identified transition and physical climate- related risks of medium, high and extreme levels.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"Transition risks such as enhanced reporting obligations, costs to implement lower emission technologies and demand for green buildings are anticipated to be high over the medium and long terms, especially under the net zero scenario.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"On the contrary, extreme weather events (i.e.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"storms), changes in temperature, changes in precipitation, water stress and sea level rise were identified as key physical risks, set to be more apparent under BAU particularly over the long-term horizon.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
ECON Its currently evaluating our mitigation strategies as part of ongoing efforts to enhance and optimise operations.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
We are committed to minimise the effects of increased energy costs associated with greenhouse gas emissions.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
We also continue to invest in sustainable solutions to reduce energy consumption.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"Scenario Analysis In FY2024, ECON conducted a climate-related qualitative scenario analysis covering all of ECON’s operations in Singapore, Malaysia and China.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
Two scenarios were selected: Net Zero Representative Concentration Pathway (RCP) 2.6 and the Business- as-usual RCP 8.5 scenario.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"We examined these scenarios for physical and transition risks against three time horizons; short-term (1 - 3 years), medium-term (by 2030), and long-term (by 2050), as detailed in the table below: Physical and Transition Climate Change Risk Assessment Scope Assessment Scope Physical Risk: More likely to manifest from Transitional Risk: More likely to manifest from extreme weather events and longer-term shifts shift towards a low-carbon economy in climate Time Horizons Short Term (2025) Medium Term (2030) Long Term (2050) Scenarios Net-Zero BAU For Physical risks and Intergovernmental Panel on Climate Change IPCC RCP 8.5 key assumptions (IPCC) Representative Concentration Pathway (RCP) 2.6 e GHG emissions are strongly reduced, resulting | ¢ Minimal policies or actions are in place to in global average temperature increase of no support decarbonization, GHG emissions greater than 2°C in an organised transition’, continue to rise with continued high fossil fuel usage.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
Depicting implications of a future with higher physical risks.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
