esg_text,NER_Results
"In FY  2023/24, the Company’s initiatives to help reduce  energy consumption included the following methods:  ° Energy Conservation - Active Method:  - Installation of low-energy equipment  Cincluding LED lighting, smart lighting  system, air compressor, air conditioning,  and chillers)  - Usage of air compressor heat recovery and  reuse  - Harmonic control technology application of  power distribution network  - Usage of High-efficiency power transformer  - Employed digitalization, including  multiple-level smart energy metering  devices, Lenovo ESG Navigator, campus  energy management platform, and carbon  3D visualization  ° Energy Conservation - Passive Method:  - Installation of energy-efficient windows or  low-emissivity windows  - Adoption of energy-saving and  environmentally conscious materials in new  construction  - Centralized design of power room  - Architectural design with natural lighting  Cincluding dome design, adding lighting  windows, and split-level floor design)  - Dock leveler heat isolation improvement  ° Management System and Certification  - Various manufacturing sites, office locations  in EMEA, and the Beijing headquarters  location are ISO 50001:2018 certified  - The new Tianjin manufacturing site’s  buildings 1 and 8, and the Beijing  headquarters are LEED Gold certified  ° Energy Conservation Education  - Employee awareness training  - Energy conservation promotion (emails and  tip signs) Environmental spotlight  In November 2023, Lenovo’s Tianjin Smart Campus  (TJSC) was completed and put into operation.","{'numbers': ['2023/24'], 'metrics': [], 'dates': ['8', 'November 2023']}"
"TJSC  has implemented a total of 90 carbon reduction  measures in nine major fields, including architectural  design, construction process, campus Management,  manufacturing process, logistics, canteen, data center,  digitalization, and renewable energy.","{'numbers': ['90', 'nine'], 'metrics': [], 'dates': []}"
Logistics  Logistics is an important part of Lenovo’s global  supply chain and a key component of the Company’s  plan to meet net-zero by 2050.,"{'numbers': ['net-zero'], 'metrics': [], 'dates': ['2050']}"
"In FY 2023/24, the priorities of Company’s logistics  included:  Demand management  ° The Company is reducing transportation activity  by using ultra-light pallets for its Intelligent  Device Group’s (IDG) business group’s products.","{'numbers': [], 'metrics': [], 'dates': ['FY 2023/24']}"
"24 Lenovo Group Limited 2023/24 Environmental, Social and Governance Report  lower carbon transportation compared with road  and air freight.","{'numbers': ['24', '2023/24'], 'metrics': [], 'dates': []}"
"° The Company progressed its transition from air  freight to road and sea freight including using  the roll-on/roll-off shipping which replaced more  than 50 percent emergent air delivery in Asia  Pacific, and more than 96 percent of total  Infrastructure Solutions Group’s (ISG) shipments  are transported by road in North America and  China.","{'numbers': [], 'metrics': ['more  than 50 percent', 'more than 96 percent'], 'dates': []}"
"Low carbon fuel  ° Air shipments contribute roughly 87 percent of  Lenovo’s logistics-related emissions, the  Company aims to cut emissions by transitioning  to sustainable aviation fuel (SAF), which is made  of waste biomass such as used cooking oil  (UCO).","{'numbers': [], 'metrics': ['roughly 87 percent'], 'dates': []}"
"SAF causes around 80 percent less CO,  emissions per flight than conventional aviation  fuel.","{'numbers': [], 'metrics': ['around 80 percent'], 'dates': []}"
"In FY 2023/24, the Company improved  container utilization of truck shipments in Hong  Kong from 51% to 71% as well as co-loading  goods between business groups’ products for  ocean freight.","{'numbers': [], 'metrics': ['51% to 71%'], 'dates': ['FY 2023/24']}"
"To ensure that waste is  properly managed and, in an attempt, to minimize  environmental impact, the Company’s waste, both  non-hazardous and hazardous, are separated and  collected from the site of generation to be disposed  of through third-party waste management  organizations in accordance with its Site  Environmental Programs Manual and applicable legal  requirements.","{'numbers': ['third'], 'metrics': [], 'dates': []}"
"Lenovo Group Limited 2023/24 Environmental, Social and Governance Report 25  xlpueddy sseaiBoid |qy Wa}-6u07 =sjebue] pue sanioalqo ‘soueWOLeEd SW SOUJOW pajepllosuoD uleyo Ajddns jeqojp sedueWIaAOH |elD0S JeJUsWUOIIAUQ Yoda siyj jnogy siaye] sAWNDeXy  non-hazardous and hazardous waste generation  volumes and disposal methods through an internal  environmental database.","{'numbers': ['2023/24', '25'], 'metrics': [], 'dates': []}"
"When na  measured data is available, non-hazardous waste  estimations are used, usually based on the headcount  at the site and the previous year's monthly data from  similar sites.","{'numbers': [], 'metrics': [], 'dates': [""the previous year's"", 'monthly']}"
The Company's waste data for the current reporting  year is oresented in Section 7.G.,"{'numbers': [], 'metrics': [], 'dates': ['year']}"
"Uneler the Carnpary’s EMS, a global non-hazardous  waste recycling target is set annually.","{'numbers': [], 'metrics': [], 'dates': ['annually']}"
"For the FY  2023/24 reporting year, the target was to direct 90  percent (+/-5 percent) of the Cormpary’s  non-hazardous waste to recovery operations.","{'numbers': ['2023/24'], 'metrics': ['90  percent', '(+/-5 percent'], 'dates': []}"
The  results of the Company's environmental targets are  available in Sechon £0.,"{'numbers': [], 'metrics': ['0'], 'dates': []}"
"26 Lenovo Group Limited 2023/24 Environmental, Social ancl Governance Report  In the Company’s direct operations, the primary uses  of water continue to be for water access, sanitation,  and hygiene (WASH) services for employees,  contractors, and visitors in its facilities around the  globe as well as building cooling.","{'numbers': ['26', '2023/24'], 'metrics': [], 'dates': []}"
The  Company’s water data for the current reporting year  is presented in Section 7.0.,"{'numbers': [], 'metrics': [], 'dates': ['the current reporting year']}"
Approximately 99 percent of the Company’s water is  supplied by third parties.,"{'numbers': ['third'], 'metrics': ['Approximately 99 percent'], 'dates': []}"
Approximately 99 percent of the  Company’s water is discharged back to third parties  for treatment.,"{'numbers': ['third'], 'metrics': ['Approximately 99 percent'], 'dates': []}"
The Company’s EMS includes an annual global water  target.,"{'numbers': [], 'metrics': [], 'dates': ['annual']}"
"For the FY 2023/24 reporting year, the target  was to maintain per person water withdrawal  (volumes not to exceed a 5 percent increase  compared to the FY 2022/23 reporting year).","{'numbers': ['2022/23'], 'metrics': ['5 percent'], 'dates': []}"
"During the FY  2023/24, there were no water-related incidents.","{'numbers': ['2023/24'], 'metrics': [], 'dates': []}"
Water risks within the Company’s operational  footprint and supply chain are assessed annually using  publicly available water risk tools (World Resources  Institute’s Aqueduct and WWF’s Water Risk Filter  Tool).,"{'numbers': [], 'metrics': [], 'dates': ['annually']}"
"1 RESPONSIBLE  CONSUMPTION  AND PRODUCTION CO  Lenovo Group Limited 2023/24 Environmental, Social and Governance Report 27  xlpueddy sseiBoid |qy Wa}-6u07 + sjebue] pue sanioalqo ‘soueWOpLeEd SW SOUJOW pajepllosuoD uleyo Ajddns jeqojp sedueWIaAODH |elID0S jeJUsWUOIIAUQ Yoda siyjjnogy siaye] sAWNDeXy  data on usage above the defined concentration limit.","{'numbers': ['1', '2023/24', '27'], 'metrics': [], 'dates': []}"
"28 Lenovo Group Limited 2023/24 Environmental, Social ancl Governance Report  substances of environmental interest.","{'numbers': ['28', '2023/24'], 'metrics': [], 'dates': []}"
"\\|  Lenovo Group Limited 2023/24 Environmental, Social and Governance Report Lenovo - BB Owners, Engineers, EFPs...","{'numbers': ['2023/24'], 'metrics': [], 'dates': []}"
"Less than  five percent of component suppliers do not provide  FMD, usually for security or intellectual property  reasons.","{'numbers': ['Less than  five'], 'metrics': [], 'dates': []}"
"The Company currently uses PCC plastics in laptops,  desktops, workstations, monitors, and accessories and  is introducing its closed-loop process in more  products each year.","{'numbers': [], 'metrics': [], 'dates': ['each year']}"
"By FY 2025/26, 100%  of PC products will contain  post-consumer recycled  content materials.","{'numbers': [], 'metrics': ['100%'], 'dates': ['FY 2025/26']}"
"4  4 Excludes tablets and accessories  Using PCC in IT products presents significant  challenges due to the unique structural, performance,  and cosmetic requirements associated with these  applications.","{'numbers': ['4'], 'metrics': [], 'dates': []}"
"4 ine  For CL PCC, the Company’s research and  development teams work with material suppliers and  a third-party certification authority to build its CL PCC  supplier and material process, including the  “Approved Recycling Standard,” the “Quality  Assurance Operation Requirements,” and the  “Recovery Ratio” to validate their sources of waste  and control processes using a hierarchical waste  product traceability scheme.","{'numbers': ['4', 'third'], 'metrics': [], 'dates': []}"
"Since early 2005, the  Company’s cumulative total use of recycled plastics in  products has reached over 140 million kilograms  (gross) containing PIC, PCC, and/or CL PCC, with net  PCC of more than 55 million kilograms and net CL  PCC of nearly 25 million kilograms.","{'numbers': [], 'metrics': ['over 140 million kilograms', 'more than 55 million kilograms', 'nearly 25 million kilograms'], 'dates': ['early 2005']}"
"In 2023, the Company’s use of plastics containing  recycled content was approximately 9.7 million  kilograms (gross) with a net CL PCC of approximately  6.6 million kilograms.","{'numbers': [], 'metrics': ['approximately 9.7 million  kilograms', 'approximately  6.6 million kilograms'], 'dates': ['2023']}"
"30 Lenovo Group Limited 2023/24 Environmental, Social and Governance Report  progress against its recycled content usage targets  In addition to recycled plastics mentioned above,  during FY 2023/24, the Cornpany cantinues to  incarporate acean bound olastics COBP) and recycled  metals in tts products.","{'numbers': ['30', '2023/24'], 'metrics': [], 'dates': ['FY 2023/24']}"
"In 2023, the Company’s use of plastics containing  OBP was aoproximately 14,006 kilograms (gross) with  a net OBP of approximately 7O0 kilograms.","{'numbers': [], 'metrics': ['14,006 kilograms'], 'dates': ['2023']}"
"This year, the Company introduced OBP content in  the speaker enclosures of ThinkPad LTS Gen 5 and  ThinkPad LIZ Yoga Gen 5.","{'numbers': ['ThinkPad', '5'], 'metrics': [], 'dates': ['This year']}"
"OBP content was also  introduced inte the fan housing, durnmy smart card,  and dummy SIM cover of the ThinkPad Li4 Gen 5 and  ThinkPad LIG Ger 1.","{'numbers': ['1'], 'metrics': [], 'dates': []}"
"in FY  2023/24, the Company expanded the use of recycled  aluminum and magnesium to more ThinkPad products  and all-in-one CAIO) products, including but not  Himted to:  For Lenove ThinkPad X71 2-In-1 Gen &:  * ninimum 75% recyclec alurninurn for the A  cover,  8 minimum 75% recycled aluminum or minimum  90% recycled magnesium for the C cover, and  ° rinimurn 55% recycled aluminum for D cover.","{'numbers': ['2023/24', 'one', '8'], 'metrics': ['75%', '75%', '90%', '55%'], 'dates': []}"
